"date","age_group","population","population_vaccinated","population_unvaccinated"
2023 Apr,"14",68817,56687,12130
2023 Feb,"15",68810,58272,10538
2023 Mar,"15",68920,58272,10648
2023 Apr,"15",69030,58272,10758
2023 Feb,"16",66110,59521,6589
2023 Mar,"16",66583,59521,7062
2023 Apr,"16",67057,59521,7536
2023 Feb,"17",63570,60140,3430
2023 Mar,"17",63893,60140,3753
2023 Apr,"17",64217,60140,4077
2023 Feb,"18",62890,59375,3515
2023 Mar,"18",62860,59375,3485
2023 Apr,"18",62830,59375,3455
2023 Feb,"19",62780,59480,3300
2023 Mar,"19",62947,59480,3467
2023 Apr,"19",63113,59480,3633
2023 Feb,"20",62800,59603,3197
2023 Mar,"20",63040,59612,3428
2023 Apr,"20",63280,59612,3668
2023 Feb,"21",63720,59489,4231
2023 Mar,"21",63767,59508,4259
2023 Apr,"21",63813,59508,4305
2023 Feb,"22",66490,59732,6758
2023 Mar,"22",66277,59751,6526
2023 Apr,"22",66063,59752,6311
2023 Feb,"23",66340,60468,5872
2023 Mar,"23",66567,60468,6099
2023 Apr,"23",66793,60468,6325
2023 Feb,"24",65210,61378,3832
2023 Mar,"24",65377,61378,3999
2023 Apr,"24",65543,61378,4165
2023 Feb,"25",67920,62460,5460
2023 Mar,"25",67940,62460,5480
2023 Apr,"25",67960,62460,5500
2023 Feb,"26",68810,64038,4772
2023 Mar,"26",68893,64038,4855
2023 Apr,"26",68977,64038,4939
2023 Feb,"27",71580,65977,5603
2023 Mar,"27",71643,65977,5666
2023 Apr,"27",71707,65977,5730
2023 Feb,"28",73290,67615,5675
2023 Mar,"28",73503,67615,5888
2023 Apr,"28",73717,67615,6102
2023 Feb,"29",75070,69148,5922
2023 Mar,"29",75260,69148,6112
2023 Apr,"29",75450,69148,6302
2023 Feb,"30",79190,71965,7225
2023 Mar,"30",79333,71965,7368
2023 Apr,"30",79477,71965,7512
2023 Feb,"31",81490,72958,8532
2023 Mar,"31",81783,72958,8825
2023 Apr,"31",82077,72958,9119
2023 Feb,"32",82620,73075,9545
2023 Mar,"32",82820,73079,9741
2023 Apr,"32",83020,73087,9933
2023 Feb,"33",80320,72639,7681
2023 Mar,"33",81113,72674,8439
2023 Apr,"33",81907,72714,9193
2023 Feb,"34",78390,71913,6477
2023 Mar,"34",78863,71984,6879
2023 Apr,"34",79337,72054,7283
2023 Feb,"35",77820,69253,8567
2023 Mar,"35",78150,69364,8786
2023 Apr,"35",78480,69449,9031
2023 Feb,"36",73540,67421,6119
2023 Mar,"36",74273,67563,6710
2023 Apr,"36",75007,67677,7330
2023 Feb,"37",71580,65777,5803
2023 Mar,"37",72077,65938,6139
2023 Apr,"37",72573,66073,6500
2023 Feb,"38",70620,64318,6302
2023 Mar,"38",71037,64485,6552
2023 Apr,"38",71453,64635,6818
2023 Feb,"39",69350,62763,6587
2023 Mar,"39",69860,62928,6932
2023 Apr,"39",70370,63089,7281
2023 Feb,"40",69040,62149,6891
2023 Mar,"40",69267,62307,6960
2023 Apr,"40",69493,62501,6992
2023 Feb,"41",66950,61005,5945
2023 Mar,"41",67407,61136,6271
2023 Apr,"41",67863,61305,6558
2023 Feb,"42",65760,59955,5805
2023 Mar,"42",66033,60045,5988
2023 Apr,"42",66307,60176,6131
2023 Feb,"43",64780,59160,5620
2023 Mar,"43",64983,59216,5767
2023 Apr,"43",65187,59311,5876
2023 Feb,"44",62600,58604,3996
2023 Mar,"44",63127,58625,4502
2023 Apr,"44",63653,58676,4977
2023 Feb,"45",61600,57204,4396
2023 Mar,"45",61703,57204,4499
2023 Apr,"45",61807,57204,4603
2023 Feb,"46",61620,57035,4585
2023 Mar,"46",61807,57035,4772
2023 Apr,"46",61993,57035,4958
2023 Feb,"47",61230,57485,3745
2023 Mar,"47",61323,57485,3838
2023 Apr,"47",61417,57485,3932
2023 Feb,"48",63560,58359,5201
2023 Mar,"48",63407,58359,5048
2023 Apr,"48",63253,58359,4894
2023 Feb,"49",64910,59082,5828
2023 Mar,"49",64917,59082,5835
2023 Apr,"49",64923,59082,5841
2023 Feb,"50",67450,61534,5916
2023 Mar,"50",67210,61534,5676
2023 Apr,"50",66970,61536,5434
2023 Feb,"51",68550,62398,6152
2023 Mar,"51",68593,62422,6171
2023 Apr,"51",68637,62460,6177
2023 Feb,"52",67920,62883,5037
2023 Mar,"52",68200,62919,5281
2023 Apr,"52",68480,62978,5502
2023 Feb,"53",66570,62725,3845
2023 Mar,"53",66490,62758,3732
2023 Apr,"53",66410,62817,3593
2023 Feb,"54",66260,62243,4017
2023 Mar,"54",66270,62268,4002
2023 Apr,"54",66280,62318,3962
2023 Feb,"55",63880,60013,3867
2023 Mar,"55",64113,60013,4100
2023 Apr,"55",64347,60017,4330
2023 Feb,"56",62740,59534,3206
2023 Mar,"56",62847,59534,3313
2023 Apr,"56",62953,59539,3414
2023 Feb,"57",62700,58912,3788
2023 Mar,"57",62563,58912,3651
2023 Apr,"57",62427,58916,3511
2023 Feb,"58",63400,58345,5055
2023 Mar,"58",63317,58345,4972
2023 Apr,"58",63233,58351,4882
2023 Feb,"59",64840,58082,6758
2023 Mar,"59",64703,58086,6617
2023 Apr,"59",64567,58098,6469
2023 Feb,"60",65750,59424,6326
2023 Mar,"60",65667,59510,6157
2023 Apr,"60",65583,59576,6007
2023 Feb,"61",64020,58916,5104
2023 Mar,"61",64170,59033,5137
2023 Apr,"61",64320,59128,5192
2023 Feb,"62",62030,57998,4032
2023 Mar,"62",62247,58140,4107
2023 Apr,"62",62463,58264,4199
2023 Feb,"63",59790,56879,2911
2023 Mar,"63",59890,57048,2842
2023 Apr,"63",59990,57203,2787
2023 Feb,"64",58070,55596,2474
2023 Mar,"64",58363,55778,2585
2023 Apr,"64",58657,55951,2706
2023 Feb,"65",56630,52776,3854
2023 Mar,"65",56580,52947,3633
2023 Apr,"65",56530,53118,3412
2023 Feb,"66",54230,50881,3349
2023 Mar,"66",54367,51030,3337
2023 Apr,"66",54503,51186,3317
2023 Feb,"67",52450,49095,3355
2023 Mar,"67",52610,49223,3387
2023 Apr,"67",52770,49365,3405
2023 Feb,"68",50770,47516,3254
2023 Mar,"68",50823,47617,3206
2023 Apr,"68",50877,47736,3141
2023 Feb,"69",48530,45951,2579
2023 Mar,"69",48757,46016,2741
2023 Apr,"69",48983,46103,2880
2023 Feb,"70",47450,45041,2409
2023 Mar,"70",47380,45047,2333
2023 Apr,"70",47310,45068,2242
2023 Feb,"71",45400,43494,1906
2023 Mar,"71",45517,43503,2014
2023 Apr,"71",45633,43528,2105
2023 Feb,"72",44190,41993,2197
2023 Mar,"72",44157,42013,2144
2023 Apr,"72",44123,42053,2070
2023 Feb,"73",42960,40335,2625
2023 Mar,"73",43053,40376,2677
2023 Apr,"73",43147,40433,2714
2023 Feb,"74",41830,38455,3375
2023 Mar,"74",41777,38533,3244
2023 Apr,"74",41723,38619,3104
2023 Feb,"75",41150,36201,4949
2023 Mar,"75",41173,36418,4755
2023 Apr,"75",41197,36620,4577
2023 Feb,"76",38990,34166,4824
2023 Mar,"76",39300,34408,4892
2023 Apr,"76",39610,34631,4979
2023 Feb,"77",32880,32029,851
2023 Mar,"77",32920,32267,653
2023 Apr,"77",32960,32486,474
2023 Feb,"78",29660,29786,-126
2023 Mar,"78",29870,30008,-138
2023 Apr,"78",30080,30210,-130
2023 Feb,"79",27010,27576,-566
2023 Mar,"79",27330,27777,-447
2023 Apr,"79",27650,27960,-310
2023 Feb,"80",24550,25433,-883
2023 Mar,"80",24327,25519,-1192
2023 Apr,"80",24103,25603,-1500
2023 Feb,"81",25540,23192,2348
2023 Mar,"81",25563,23230,2333
2023 Apr,"81",25587,23273,2314
2023 Feb,"82",23480,21025,2455
2023 Mar,"82",23543,21032,2511
2023 Apr,"82",23607,21045,2562
2023 Feb,"83",20000,18892,1108
2023 Mar,"83",20240,18892,1348
2023 Apr,"83",20480,18892,1588
2023 Feb,"84",17880,16764,1116
2023 Mar,"84",17857,16764,1093
2023 Apr,"84",17833,16764,1069
2023 Feb,"85",15480,14739,741
2023 Mar,"85",15550,14762,788
2023 Apr,"85",15620,14784,836
2023 Feb,"86",13310,12878,432
2023 Mar,"86",13387,12909,478
2023 Apr,"86",13463,12936,527
2023 Feb,"87",11470,11091,379
2023 Mar,"87",11543,11139,404
2023 Apr,"87",11617,11178,439
2023 Feb,"88",10370,9459,911
2023 Mar,"88",10320,9518,802
2023 Apr,"88",10270,9566,704
2023 Feb,"89",8810,7987,823
2023 Mar,"89",8823,8050,773
2023 Apr,"89",8837,8101,736
2023 Feb,"90",7330,6661,669
2023 Mar,"90",7360,6721,639
2023 Apr,"90",7390,6769,621
2023 Feb,"91",6240,5462,778
2023 Mar,"91",6230,5523,707
2023 Apr,"91",6220,5572,648
2023 Feb,"92",5350,4419,931
2023 Mar,"92",5313,4476,837
2023 Apr,"92",5277,4521,756
2023 Feb,"93",4300,3521,779
2023 Mar,"93",4290,3570,720
2023 Apr,"93",4280,3609,671
2023 Feb,"94",3230,2768,462
2023 Mar,"94",3273,2806,467
2023 Apr,"94",3317,2836,481
2023 Feb,"95+",8350,8584,-234
2023 Mar,"95+",8367,8584,-217
2023 Apr,"95+",8383,8584,-201
2023 May,"5",63000,11522,51478
2023 May,"6",64660,19036,45624
2023 May,"7",64860,25919,38941
2023 May,"8",65670,32166,33504
2023 May,"9",65960,37783,28177
2023 May,"10",67830,42776,25054
2023 May,"11",68390,47128,21262
2023 May,"12",69050,51222,17828
2023 May,"13",69830,54355,15475
2023 May,"14",68890,56687,12203
2023 May,"15",69140,58272,10868
2023 May,"16",67530,59521,8009
2023 May,"17",64540,60140,4400
2023 May,"18",62800,59375,3425
2023 May,"19",63280,59480,3800
2023 May,"20",63520,59612,3908
2023 May,"21",63860,59510,4350
2023 May,"22",65850,59754,6096
2023 May,"23",67020,60468,6552
2023 May,"24",65710,61378,4332
2023 May,"25",67980,62460,5520
2023 May,"26",69060,64038,5022
2023 May,"27",71770,65977,5793
2023 May,"28",73930,67615,6315
2023 May,"29",75640,69148,6492
2023 May,"30",79620,71965,7655
2023 May,"31",82370,72958,9412
2023 May,"32",83220,73091,10129
2023 May,"33",82700,72735,9965
2023 May,"34",79810,72091,7719
2023 May,"35",78810,69498,9312
2023 May,"36",75740,67743,7997
2023 May,"37",73070,66150,6920
2023 May,"38",71870,64721,7149
2023 May,"39",70880,63184,7696
2023 May,"40",69720,62613,7107
2023 May,"41",68320,61407,6913
2023 May,"42",66580,60260,6320
2023 May,"43",65390,59377,6013
2023 May,"44",64180,58719,5461
2023 May,"45",61910,57204,4706
2023 May,"46",62180,57035,5145
2023 May,"47",61510,57485,4025
2023 May,"48",63100,58359,4741
2023 May,"49",64930,59082,5848
2023 May,"50",66730,61536,5194
2023 May,"51",68680,62468,6212
2023 May,"52",68760,62998,5762
2023 May,"53",66330,62841,3489
2023 May,"54",66290,62344,3946
2023 May,"55",64580,60023,4557
2023 May,"56",63060,59546,3514
2023 May,"57",62290,58923,3367
2023 May,"58",63150,58360,4790
2023 May,"59",64430,58116,6314
2023 May,"60",65500,59615,5885
2023 May,"61",64470,59179,5291
2023 May,"62",62680,58326,4354
2023 May,"63",60090,57278,2812
2023 May,"64",58950,56035,2915
2023 May,"65",56480,53209,3271
2023 May,"66",54640,51272,3368
2023 May,"67",52930,49445,3485
2023 May,"68",50930,47806,3124
2023 May,"69",49210,46157,3053
2023 May,"70",47240,45086,2154
2023 May,"71",45750,43549,2201
2023 May,"72",44090,42081,2009
2023 May,"73",43240,40469,2771
2023 May,"74",41670,38671,2999
2023 May,"75",41220,36735,4485
2023 May,"76",39920,34755,5165
2023 May,"77",33000,32606,394
2023 May,"78",30290,30322,-32
2023 May,"79",27970,28061,-91
2023 May,"80",23880,25647,-1767
2023 May,"81",25610,23293,2317
2023 May,"82",23670,21049,2621
2023 May,"83",20720,18892,1828
2023 May,"84",17810,16764,1046
2023 May,"85",15690,14791,899
2023 May,"86",13540,12944,596
2023 May,"87",11690,11194,496
2023 May,"88",10220,9587,633
2023 May,"89",8850,8123,727
2023 May,"90",7420,6791,629
2023 May,"91",6210,5595,615
2023 May,"92",5240,4543,697
2023 May,"93",4270,3629,641
2023 May,"94",3360,2853,507
2023 May,"95+",8400,8584,-184
